file,property,level,seed,encoder,auc_logistic_knn
syn_missing-low_seed4.csv,missing,low,4,TransTab,0.8794577831132452
syn_missing-low_seed4.csv,missing,low,4,TransTab,0.8460714285714286
syn_missing-mid_seed0.csv,missing,mid,0,TransTab,0.7975704978738856
syn_missing-mid_seed0.csv,missing,mid,0,TransTab,0.7495036065422906
syn_missing-mid_seed1.csv,missing,mid,1,TransTab,0.8041768987544942
syn_missing-mid_seed1.csv,missing,mid,1,TransTab,0.7475071825243965
syn_missing-mid_seed2.csv,missing,mid,2,TransTab,0.7938473016314321
syn_missing-mid_seed2.csv,missing,mid,2,TransTab,0.7576813721911475
syn_missing-mid_seed3.csv,missing,mid,3,TransTab,0.7976367621881949
syn_missing-mid_seed3.csv,missing,mid,3,TransTab,0.8088704419270708
syn_missing-mid_seed4.csv,missing,mid,4,TransTab,0.8133549175638425
syn_missing-mid_seed4.csv,missing,mid,4,TransTab,0.6787150281455165
syn_redundancy-high_seed0.csv,redundancy,high,0,TransTab,0.9734107982910908
syn_redundancy-high_seed0.csv,redundancy,high,0,TransTab,0.9616930483550948
syn_redundancy-high_seed1.csv,redundancy,high,1,TransTab,0.96676098515309
syn_redundancy-high_seed1.csv,redundancy,high,1,TransTab,0.9324882677004692
syn_redundancy-high_seed2.csv,redundancy,high,2,TransTab,0.977927792779278
syn_redundancy-high_seed2.csv,redundancy,high,2,TransTab,0.9782148214821482
syn_redundancy-high_seed3.csv,redundancy,high,3,TransTab,0.9699476898693646
syn_redundancy-high_seed3.csv,redundancy,high,3,TransTab,0.9681316438268444
syn_redundancy-high_seed4.csv,redundancy,high,4,TransTab,0.9622997941268608
syn_redundancy-high_seed4.csv,redundancy,high,4,TransTab,0.9531400908163764
syn_redundancy-low_seed0.csv,redundancy,low,0,TransTab,0.9229010910284324
syn_redundancy-low_seed0.csv,redundancy,low,0,TransTab,0.8911593077612706
syn_redundancy-low_seed1.csv,redundancy,low,1,TransTab,0.9211757645470232
syn_redundancy-low_seed1.csv,redundancy,low,1,TransTab,0.8681283288739966
syn_redundancy-low_seed2.csv,redundancy,low,2,TransTab,0.9336359381750108
syn_redundancy-low_seed2.csv,redundancy,low,2,TransTab,0.9015244243907902
syn_redundancy-low_seed3.csv,redundancy,low,3,TransTab,0.9252588093171354
syn_redundancy-low_seed3.csv,redundancy,low,3,TransTab,0.8642761139401018
syn_redundancy-low_seed4.csv,redundancy,low,4,TransTab,0.931436785518508
syn_redundancy-low_seed4.csv,redundancy,low,4,TransTab,0.852597241506248
syn_redundancy-mid_seed0.csv,redundancy,mid,0,TransTab,0.9255931865952886
syn_redundancy-mid_seed0.csv,redundancy,mid,0,TransTab,0.863123137303551
syn_redundancy-mid_seed1.csv,redundancy,mid,1,TransTab,0.9566382790859248
syn_redundancy-mid_seed1.csv,redundancy,mid,1,TransTab,0.9456433055597546
syn_redundancy-mid_seed2.csv,redundancy,mid,2,TransTab,0.9496769109062196
syn_redundancy-mid_seed2.csv,redundancy,mid,2,TransTab,0.7800288834949028
syn_redundancy-mid_seed3.csv,redundancy,mid,3,TransTab,0.9064324064324064
syn_redundancy-mid_seed3.csv,redundancy,mid,3,TransTab,0.8746123746123746
syn_redundancy-mid_seed4.csv,redundancy,mid,4,TransTab,0.9472158990894688
syn_redundancy-mid_seed4.csv,redundancy,mid,4,TransTab,0.9455911651277784
syn_skew-high_seed0.csv,skew,high,0,TransTab,0.9070749540584152
syn_skew-high_seed0.csv,skew,high,0,TransTab,0.7739008782170365
syn_skew-high_seed1.csv,skew,high,1,TransTab,0.9503296271968472
syn_skew-high_seed1.csv,skew,high,1,TransTab,0.8324683790192089
syn_skew-high_seed2.csv,skew,high,2,TransTab,0.9382865125842014
syn_skew-high_seed2.csv,skew,high,2,TransTab,0.8268852301636826
syn_skew-high_seed3.csv,skew,high,3,TransTab,0.942437
syn_skew-high_seed3.csv,skew,high,3,TransTab,0.8346565
syn_skew-high_seed4.csv,skew,high,4,TransTab,0.9405824584354756
syn_skew-high_seed4.csv,skew,high,4,TransTab,0.8739596991891629
syn_skew-low_seed0.csv,skew,low,0,TransTab,0.9294493871797463
syn_skew-low_seed0.csv,skew,low,0,TransTab,0.8831409651656379
syn_skew-low_seed1.csv,skew,low,1,TransTab,0.9049584417899628
syn_skew-low_seed1.csv,skew,low,1,TransTab,0.8130877064014366
syn_skew-low_seed2.csv,skew,low,2,TransTab,0.9614911534203808
syn_skew-low_seed2.csv,skew,low,2,TransTab,0.8998665987993894
syn_skew-low_seed3.csv,skew,low,3,TransTab,0.9246691167279184
syn_skew-low_seed3.csv,skew,low,3,TransTab,0.836823920598015
syn_skew-low_seed4.csv,skew,low,4,TransTab,0.9522209294298788
syn_skew-low_seed4.csv,skew,low,4,TransTab,0.9104059890411672
syn_skew-mid_seed0.csv,skew,mid,0,TransTab,0.9497113226933078
syn_skew-mid_seed0.csv,skew,mid,0,TransTab,0.9053437565966592
syn_skew-mid_seed1.csv,skew,mid,1,TransTab,0.9434949660179937
syn_skew-mid_seed1.csv,skew,mid,1,TransTab,0.9172608971169603
syn_skew-mid_seed2.csv,skew,mid,2,TransTab,0.9383060350302388
syn_skew-mid_seed2.csv,skew,mid,2,TransTab,0.8362201826420996
syn_skew-mid_seed3.csv,skew,mid,3,TransTab,0.9437439437439438
syn_skew-mid_seed3.csv,skew,mid,3,TransTab,0.9272614272614274
syn_skew-mid_seed4.csv,skew,mid,4,TransTab,0.9222488038277512
syn_skew-mid_seed4.csv,skew,mid,4,TransTab,0.7971327871213455
syn_eid-high_seed0.csv,eid,high,0,TabNet,0.9989570828331332
syn_eid-high_seed0.csv,eid,high,0,TabNet,0.9989570828331332
syn_eid-high_seed1.csv,eid,high,1,TabNet,0.9996957943569852
syn_eid-high_seed1.csv,eid,high,1,TabNet,0.999694793680528
syn_eid-high_seed2.csv,eid,high,2,TabNet,0.998164498164498
syn_eid-high_seed2.csv,eid,high,2,TabNet,0.998164498164498
syn_eid-high_seed3.csv,eid,high,3,TabNet,0.9969383947605086
syn_eid-high_seed3.csv,eid,high,3,TabNet,0.99690188157925
syn_eid-high_seed4.csv,eid,high,4,TabNet,0.9938353155003358
syn_eid-high_seed4.csv,eid,high,4,TabNet,0.9938353155003358
syn_eid-low_seed0.csv,eid,low,0,TabNet,0.9989570828331332
syn_eid-low_seed0.csv,eid,low,0,TabNet,0.9989570828331332
syn_eid-low_seed1.csv,eid,low,1,TabNet,0.9996957943569852
syn_eid-low_seed1.csv,eid,low,1,TabNet,0.999694793680528
syn_eid-low_seed2.csv,eid,low,2,TabNet,0.998164498164498
syn_eid-low_seed2.csv,eid,low,2,TabNet,0.998164498164498
syn_eid-low_seed3.csv,eid,low,3,TabNet,0.9969383947605086
syn_eid-low_seed3.csv,eid,low,3,TabNet,0.99690188157925
syn_eid-low_seed4.csv,eid,low,4,TabNet,0.9938353155003358
syn_eid-low_seed4.csv,eid,low,4,TabNet,0.9938353155003358
syn_eid-mid_seed0.csv,eid,mid,0,TabNet,0.9989570828331332
syn_eid-mid_seed0.csv,eid,mid,0,TabNet,0.9989570828331332
syn_eid-mid_seed1.csv,eid,mid,1,TabNet,0.9996957943569852
syn_eid-mid_seed1.csv,eid,mid,1,TabNet,0.999694793680528
syn_eid-mid_seed2.csv,eid,mid,2,TabNet,0.998164498164498
syn_eid-mid_seed2.csv,eid,mid,2,TabNet,0.998164498164498
syn_eid-mid_seed3.csv,eid,mid,3,TabNet,0.9969383947605086
syn_eid-mid_seed3.csv,eid,mid,3,TabNet,0.99690188157925
syn_eid-mid_seed4.csv,eid,mid,4,TabNet,0.9938353155003358
syn_eid-mid_seed4.csv,eid,mid,4,TabNet,0.9938353155003358
syn_missing-high_seed0.csv,missing,high,0,TabNet,0.8980342591891824
syn_missing-high_seed0.csv,missing,high,0,TabNet,0.8964958752743509
syn_missing-high_seed1.csv,missing,high,1,TabNet,0.924506595587182
syn_missing-high_seed1.csv,missing,high,1,TabNet,0.924224621588891
syn_missing-high_seed2.csv,missing,high,2,TabNet,0.8158249702975303
syn_missing-high_seed2.csv,missing,high,2,TabNet,0.8090634242523824
syn_missing-high_seed3.csv,missing,high,3,TabNet,0.8311593568090576
syn_missing-high_seed3.csv,missing,high,3,TabNet,0.8309781081873022
syn_missing-high_seed4.csv,missing,high,4,TabNet,0.8989952406134321
syn_missing-high_seed4.csv,missing,high,4,TabNet,0.8990667573216489
syn_missing-low_seed0.csv,missing,low,0,TabNet,0.8347568199282787
syn_missing-low_seed0.csv,missing,low,0,TabNet,0.8331939196977459
syn_missing-low_seed1.csv,missing,low,1,TabNet,0.7617362026614949
syn_missing-low_seed1.csv,missing,low,1,TabNet,0.7609132509747195
syn_missing-low_seed2.csv,missing,low,2,TabNet,0.8314783314783316
syn_missing-low_seed2.csv,missing,low,2,TabNet,0.7592567592567592
syn_missing-low_seed3.csv,missing,low,3,TabNet,0.942527821780594
syn_missing-low_seed3.csv,missing,low,3,TabNet,0.9219425043202764
syn_missing-low_seed4.csv,missing,low,4,TabNet,0.7947428971588636
syn_missing-low_seed4.csv,missing,low,4,TabNet,0.7942747098839537
syn_missing-mid_seed0.csv,missing,mid,0,TabNet,0.8686970534484467
syn_missing-mid_seed0.csv,missing,mid,0,TabNet,0.8361966608349812
syn_missing-mid_seed1.csv,missing,mid,1,TabNet,0.8184100338662044
syn_missing-mid_seed1.csv,missing,mid,1,TabNet,0.809756396058038
syn_missing-mid_seed2.csv,missing,mid,2,TabNet,0.8853052097219876
syn_missing-mid_seed2.csv,missing,mid,2,TabNet,0.8851131941687278
syn_missing-mid_seed3.csv,missing,mid,3,TabNet,0.9100210603369654
syn_missing-mid_seed3.csv,missing,mid,3,TabNet,0.910883074129186
syn_missing-mid_seed4.csv,missing,mid,4,TabNet,0.8860576673027913
syn_missing-mid_seed4.csv,missing,mid,4,TabNet,0.8753770739064858
syn_redundancy-high_seed0.csv,redundancy,high,0,TabNet,0.9691270241295444
syn_redundancy-high_seed0.csv,redundancy,high,0,TabNet,0.9613930291538658
syn_redundancy-high_seed1.csv,redundancy,high,1,TabNet,0.9720870290576952
syn_redundancy-high_seed1.csv,redundancy,high,1,TabNet,0.971859484458954
syn_redundancy-high_seed2.csv,redundancy,high,2,TabNet,0.97497199719972
syn_redundancy-high_seed2.csv,redundancy,high,2,TabNet,0.9750225022502248
syn_redundancy-high_seed3.csv,redundancy,high,3,TabNet,0.9356194167840676
syn_redundancy-high_seed3.csv,redundancy,high,3,TabNet,0.9357109695184428
syn_redundancy-high_seed4.csv,redundancy,high,4,TabNet,0.9783237702908144
syn_redundancy-high_seed4.csv,redundancy,high,4,TabNet,0.9780410325083396
syn_redundancy-low_seed0.csv,redundancy,low,0,TabNet,0.7202298523949795
syn_redundancy-low_seed0.csv,redundancy,low,0,TabNet,0.7157237568839652
syn_redundancy-low_seed1.csv,redundancy,low,1,TabNet,0.6442884649046037
syn_redundancy-low_seed1.csv,redundancy,low,1,TabNet,0.6190697907029082
syn_redundancy-low_seed2.csv,redundancy,low,2,TabNet,0.9322324157186516
syn_redundancy-low_seed2.csv,redundancy,low,2,TabNet,0.9310503968063488
syn_redundancy-low_seed3.csv,redundancy,low,3,TabNet,0.6362254041145482
syn_redundancy-low_seed3.csv,redundancy,low,3,TabNet,0.6355883811817225
syn_redundancy-low_seed4.csv,redundancy,low,4,TabNet,0.8094562638294808
syn_redundancy-low_seed4.csv,redundancy,low,4,TabNet,0.7580361036975981
syn_redundancy-mid_seed0.csv,redundancy,mid,0,TabNet,0.7244529837658407
syn_redundancy-mid_seed0.csv,redundancy,mid,0,TabNet,0.7144585762321183
syn_redundancy-mid_seed1.csv,redundancy,mid,1,TabNet,0.8405403484394506
syn_redundancy-mid_seed1.csv,redundancy,mid,1,TabNet,0.8191815887501489
syn_redundancy-mid_seed2.csv,redundancy,mid,2,TabNet,0.8163687806224553
syn_redundancy-mid_seed2.csv,redundancy,mid,2,TabNet,0.8159282273155052
syn_redundancy-mid_seed3.csv,redundancy,mid,3,TabNet,0.7455212455212455
syn_redundancy-mid_seed3.csv,redundancy,mid,3,TabNet,0.7455827455827456
syn_redundancy-mid_seed4.csv,redundancy,mid,4,TabNet,0.9337059536573266
syn_redundancy-mid_seed4.csv,redundancy,mid,4,TabNet,0.9293103206861788
syn_skew-high_seed0.csv,skew,high,0,TabNet,0.870950913279694
syn_skew-high_seed0.csv,skew,high,0,TabNet,0.8650817945278245
syn_skew-high_seed1.csv,skew,high,1,TabNet,0.965496783831846
syn_skew-high_seed1.csv,skew,high,1,TabNet,0.9637024583860684
syn_skew-high_seed2.csv,skew,high,2,TabNet,0.768140790252644
syn_skew-high_seed2.csv,skew,high,2,TabNet,0.748253472055553
syn_skew-high_seed3.csv,skew,high,3,TabNet,0.8589490000000001
syn_skew-high_seed3.csv,skew,high,3,TabNet,0.8545334999999998
syn_skew-high_seed4.csv,skew,high,4,TabNet,0.9341468708211688
syn_skew-high_seed4.csv,skew,high,4,TabNet,0.9187132625413696
syn_skew-low_seed0.csv,skew,low,0,TabNet,0.9287745895940108
syn_skew-low_seed0.csv,skew,low,0,TabNet,0.926273486607594
syn_skew-low_seed1.csv,skew,low,1,TabNet,0.7979907439215045
syn_skew-low_seed1.csv,skew,low,1,TabNet,0.7764474766119267
syn_skew-low_seed2.csv,skew,low,2,TabNet,0.8121993097937881
syn_skew-low_seed2.csv,skew,low,2,TabNet,0.8142813285319568
syn_skew-low_seed3.csv,skew,low,3,TabNet,0.781054526363159
syn_skew-low_seed3.csv,skew,low,3,TabNet,0.7798004950123754
syn_skew-low_seed4.csv,skew,low,4,TabNet,0.956422282226462
syn_skew-low_seed4.csv,skew,low,4,TabNet,0.9560291088369972
syn_skew-mid_seed0.csv,skew,mid,0,TabNet,0.7244529837658407
syn_skew-mid_seed0.csv,skew,mid,0,TabNet,0.7144585762321183
syn_skew-mid_seed1.csv,skew,mid,1,TabNet,0.8405403484394506
syn_skew-mid_seed1.csv,skew,mid,1,TabNet,0.8191815887501489
syn_skew-mid_seed2.csv,skew,mid,2,TabNet,0.8163687806224553
syn_skew-mid_seed2.csv,skew,mid,2,TabNet,0.8159282273155052
syn_skew-mid_seed3.csv,skew,mid,3,TabNet,0.7455212455212455
syn_skew-mid_seed3.csv,skew,mid,3,TabNet,0.7455827455827456
syn_skew-mid_seed4.csv,skew,mid,4,TabNet,0.9337059536573266
syn_skew-mid_seed4.csv,skew,mid,4,TabNet,0.9293103206861788
