file,property,level,seed,encoder,eff_rank,auc_logistic_knn
syn_missing-low_seed4.csv,missing,low,4,TransTab_native,5.346681371423946,0.6883361555459481
syn_missing-mid_seed0.csv,missing,mid,0,TransTab_native,6.205534445703274,0.6518569409901086
syn_missing-mid_seed1.csv,missing,mid,1,TransTab_native,5.661942610755808,0.6881592737338544
syn_missing-mid_seed2.csv,missing,mid,2,TransTab_native,5.682278201337597,0.6380160511460247
syn_missing-mid_seed3.csv,missing,mid,3,TransTab_native,5.264989693820701,0.6601430143014302
syn_missing-mid_seed4.csv,missing,mid,4,TransTab_native,6.152290868810331,0.6783012132048528
syn_redundancy-high_seed0.csv,redundancy,high,0,TransTab_native,2.97586100722103,0.7344862344862345
syn_redundancy-high_seed1.csv,redundancy,high,1,TransTab_native,2.906336234809155,0.7346907916938289
syn_redundancy-high_seed2.csv,redundancy,high,2,TransTab_native,2.857447307210269,0.743960543216002
syn_redundancy-high_seed3.csv,redundancy,high,3,TransTab_native,2.1741454900046846,0.7244052574282787
syn_redundancy-high_seed4.csv,redundancy,high,4,TransTab_native,3.293892654195268,0.7374579364484112
syn_redundancy-low_seed0.csv,redundancy,low,0,TransTab_native,3.0181834837404735,0.7084083345333524
syn_redundancy-low_seed1.csv,redundancy,low,1,TransTab_native,2.345093748819869,0.7172939032246448
syn_redundancy-low_seed2.csv,redundancy,low,2,TransTab_native,2.965866665058842,0.7001027453106821
syn_redundancy-low_seed3.csv,redundancy,low,3,TransTab_native,4.287048564385236,0.7014132347183293
syn_redundancy-low_seed4.csv,redundancy,low,4,TransTab_native,2.764576690726945,0.6952832755220023
syn_redundancy-mid_seed0.csv,redundancy,mid,0,TransTab_native,2.6701671732740566,0.6916518994683809
syn_redundancy-mid_seed1.csv,redundancy,mid,1,TransTab_native,3.333427845886937,0.7059995993589743
syn_redundancy-mid_seed2.csv,redundancy,mid,2,TransTab_native,2.9906664043261673,0.6959638465017068
syn_redundancy-mid_seed3.csv,redundancy,mid,3,TransTab_native,3.272863959846058,0.7012687249004524
syn_redundancy-mid_seed4.csv,redundancy,mid,4,TransTab_native,2.5844467428991433,0.6816040401010025
syn_skew-high_seed0.csv,skew,high,0,TransTab_native,4.5554180316490775,0.7187547191322499
syn_skew-high_seed1.csv,skew,high,1,TransTab_native,2.417550752349064,0.6982785817228004
syn_skew-high_seed2.csv,skew,high,2,TransTab_native,3.1441604135328203,0.6953302727593907
syn_skew-high_seed3.csv,skew,high,3,TransTab_native,3.405956370399372,0.6985645574102023
syn_skew-high_seed4.csv,skew,high,4,TransTab_native,2.822899244377568,0.6811746174617461
syn_skew-low_seed0.csv,skew,low,0,TransTab_native,3.22076489938078,0.6912704929099258
syn_skew-low_seed1.csv,skew,low,1,TransTab_native,4.624878185666303,0.7127571925827225
syn_skew-low_seed2.csv,skew,low,2,TransTab_native,3.0297154006985028,0.7008695817444852
syn_skew-low_seed3.csv,skew,low,3,TransTab_native,2.3848590773597786,0.6771874687218498
syn_skew-low_seed4.csv,skew,low,4,TransTab_native,4.07478127212023,0.6871851882969061
syn_skew-mid_seed0.csv,skew,mid,0,TransTab_native,3.9752137154572633,0.6891203083310998
syn_skew-mid_seed1.csv,skew,mid,1,TransTab_native,2.953571729679452,0.7082702323717949
syn_skew-mid_seed2.csv,skew,mid,2,TransTab_native,1.712892366069582,0.6927627971938417
syn_skew-mid_seed3.csv,skew,mid,3,TransTab_native,2.3673766263557936,0.7027888330593003
syn_skew-mid_seed4.csv,skew,mid,4,TransTab_native,2.2557957445226506,0.6987819695492387
